Date Key,Calender Date Start,Calender Date End,Weekday Number,Day,Day Abbreviated,Day Of Month,Is Weekend,Is Weekday,Month Of Year,Month,Month Abbreviated,Year
7279,05/12/2012 00:00,05/12/2012 23:59,3,Wednesday,Wed,5,0,1,12,December,Dec,2012
7280,06/12/2012 00:00,06/12/2012 23:59,4,Thursday,Thu,6,0,1,12,December,Dec,2012
7281,07/12/2012 00:00,07/12/2012 23:59,5,Friday,Fri,7,0,1,12,December,Dec,2012
7282,08/12/2012 00:00,08/12/2012 23:59,6,Saturday,Sat,8,1,0,12,December,Dec,2012
7283,09/12/2012 00:00,09/12/2012 23:59,0,Sunday,Sun,9,1,0,12,December,Dec,2012
7284,10/12/2012 00:00,10/12/2012 23:59,1,Monday,Mon,10,0,1,12,December,Dec,2012
7285,11/12/2012 00:00,11/12/2012 23:59,2,Tuesday,Tue,11,0,1,12,December,Dec,2012
7286,12/12/2012 00:00,12/12/2012 23:59,3,Wednesday,Wed,12,0,1,12,December,Dec,2012
7287,13/12/2012 00:00,13/12/2012 23:59,4,Thursday,Thu,13,0,1,12,December,Dec,2012
7288,14/12/2012 00:00,14/12/2012 23:59,5,Friday,Fri,14,0,1,12,December,Dec,2012
7289,15/12/2012 00:00,15/12/2012 23:59,6,Saturday,Sat,15,1,0,12,December,Dec,2012
7290,16/12/2012 00:00,16/12/2012 23:59,0,Sunday,Sun,16,1,0,12,December,Dec,2012
7291,17/12/2012 00:00,17/12/2012 23:59,1,Monday,Mon,17,0,1,12,December,Dec,2012
7292,18/12/2012 00:00,18/12/2012 23:59,2,Tuesday,Tue,18,0,1,12,December,Dec,2012
7293,19/12/2012 00:00,19/12/2012 23:59,3,Wednesday,Wed,19,0,1,12,December,Dec,2012
7294,20/12/2012 00:00,20/12/2012 23:59,4,Thursday,Thu,20,0,1,12,December,Dec,2012
7295,21/12/2012 00:00,21/12/2012 23:59,5,Friday,Fri,21,0,1,12,December,Dec,2012
7296,22/12/2012 00:00,22/12/2012 23:59,6,Saturday,Sat,22,1,0,12,December,Dec,2012
7297,23/12/2012 00:00,23/12/2012 23:59,0,Sunday,Sun,23,1,0,12,December,Dec,2012
7298,24/12/2012 00:00,24/12/2012 23:59,1,Monday,Mon,24,0,1,12,December,Dec,2012
7299,25/12/2012 00:00,25/12/2012 23:59,2,Tuesday,Tue,25,0,1,12,December,Dec,2012
7300,26/12/2012 00:00,26/12/2012 23:59,3,Wednesday,Wed,26,0,1,12,December,Dec,2012
7301,27/12/2012 00:00,27/12/2012 23:59,4,Thursday,Thu,27,0,1,12,December,Dec,2012
7302,28/12/2012 00:00,28/12/2012 23:59,5,Friday,Fri,28,0,1,12,December,Dec,2012
7303,29/12/2012 00:00,29/12/2012 23:59,6,Saturday,Sat,29,1,0,12,December,Dec,2012
7304,30/12/2012 00:00,30/12/2012 23:59,0,Sunday,Sun,30,1,0,12,December,Dec,2012
7305,31/12/2012 00:00,31/12/2012 23:59,1,Monday,Mon,31,0,1,12,December,Dec,2012
7306,01/01/2013 00:00,01/01/2013 23:59,2,Tuesday,Tue,1,0,1,1,January,Jan,2013
7307,02/01/2013 00:00,02/01/2013 23:59,3,Wednesday,Wed,2,0,1,1,January,Jan,2013
7308,03/01/2013 00:00,03/01/2013 23:59,4,Thursday,Thu,3,0,1,1,January,Jan,2013
7309,04/01/2013 00:00,04/01/2013 23:59,5,Friday,Fri,4,0,1,1,January,Jan,2013
7310,05/01/2013 00:00,05/01/2013 23:59,6,Saturday,Sat,5,1,0,1,January,Jan,2013
7311,06/01/2013 00:00,06/01/2013 23:59,0,Sunday,Sun,6,1,0,1,January,Jan,2013
7312,07/01/2013 00:00,07/01/2013 23:59,1,Monday,Mon,7,0,1,1,January,Jan,2013
7313,08/01/2013 00:00,08/01/2013 23:59,2,Tuesday,Tue,8,0,1,1,January,Jan,2013
7314,09/01/2013 00:00,09/01/2013 23:59,3,Wednesday,Wed,9,0,1,1,January,Jan,2013
7315,10/01/2013 00:00,10/01/2013 23:59,4,Thursday,Thu,10,0,1,1,January,Jan,2013
7316,11/01/2013 00:00,11/01/2013 23:59,5,Friday,Fri,11,0,1,1,January,Jan,2013
7317,12/01/2013 00:00,12/01/2013 23:59,6,Saturday,Sat,12,1,0,1,January,Jan,2013
7318,13/01/2013 00:00,13/01/2013 23:59,0,Sunday,Sun,13,1,0,1,January,Jan,2013
7319,14/01/2013 00:00,14/01/2013 23:59,1,Monday,Mon,14,0,1,1,January,Jan,2013
7320,15/01/2013 00:00,15/01/2013 23:59,2,Tuesday,Tue,15,0,1,1,January,Jan,2013
7321,16/01/2013 00:00,16/01/2013 23:59,3,Wednesday,Wed,16,0,1,1,January,Jan,2013
7322,17/01/2013 00:00,17/01/2013 23:59,4,Thursday,Thu,17,0,1,1,January,Jan,2013
7323,18/01/2013 00:00,18/01/2013 23:59,5,Friday,Fri,18,0,1,1,January,Jan,2013
7324,19/01/2013 00:00,19/01/2013 23:59,6,Saturday,Sat,19,1,0,1,January,Jan,2013
7325,20/01/2013 00:00,20/01/2013 23:59,0,Sunday,Sun,20,1,0,1,January,Jan,2013
7326,21/01/2013 00:00,21/01/2013 23:59,1,Monday,Mon,21,0,1,1,January,Jan,2013
7327,22/01/2013 00:00,22/01/2013 23:59,2,Tuesday,Tue,22,0,1,1,January,Jan,2013
7328,23/01/2013 00:00,23/01/2013 23:59,3,Wednesday,Wed,23,0,1,1,January,Jan,2013
7329,24/01/2013 00:00,24/01/2013 23:59,4,Thursday,Thu,24,0,1,1,January,Jan,2013
7330,25/01/2013 00:00,25/01/2013 23:59,5,Friday,Fri,25,0,1,1,January,Jan,2013
7331,26/01/2013 00:00,26/01/2013 23:59,6,Saturday,Sat,26,1,0,1,January,Jan,2013
7332,27/01/2013 00:00,27/01/2013 23:59,0,Sunday,Sun,27,1,0,1,January,Jan,2013
7333,28/01/2013 00:00,28/01/2013 23:59,1,Monday,Mon,28,0,1,1,January,Jan,2013
7334,29/01/2013 00:00,29/01/2013 23:59,2,Tuesday,Tue,29,0,1,1,January,Jan,2013
7335,30/01/2013 00:00,30/01/2013 23:59,3,Wednesday,Wed,30,0,1,1,January,Jan,2013
7336,31/01/2013 00:00,31/01/2013 23:59,4,Thursday,Thu,31,0,1,1,January,Jan,2013
7337,01/02/2013 00:00,01/02/2013 23:59,5,Friday,Fri,1,0,1,2,February,Feb,2013
7338,02/02/2013 00:00,02/02/2013 23:59,6,Saturday,Sat,2,1,0,2,February,Feb,2013
7339,03/02/2013 00:00,03/02/2013 23:59,0,Sunday,Sun,3,1,0,2,February,Feb,2013
7340,04/02/2013 00:00,04/02/2013 23:59,1,Monday,Mon,4,0,1,2,February,Feb,2013
7341,05/02/2013 00:00,05/02/2013 23:59,2,Tuesday,Tue,5,0,1,2,February,Feb,2013
7342,06/02/2013 00:00,06/02/2013 23:59,3,Wednesday,Wed,6,0,1,2,February,Feb,2013
7343,07/02/2013 00:00,07/02/2013 23:59,4,Thursday,Thu,7,0,1,2,February,Feb,2013
7344,08/02/2013 00:00,08/02/2013 23:59,5,Friday,Fri,8,0,1,2,February,Feb,2013
7345,09/02/2013 00:00,09/02/2013 23:59,6,Saturday,Sat,9,1,0,2,February,Feb,2013
7346,10/02/2013 00:00,10/02/2013 23:59,0,Sunday,Sun,10,1,0,2,February,Feb,2013
7347,11/02/2013 00:00,11/02/2013 23:59,1,Monday,Mon,11,0,1,2,February,Feb,2013
7348,12/02/2013 00:00,12/02/2013 23:59,2,Tuesday,Tue,12,0,1,2,February,Feb,2013
7349,13/02/2013 00:00,13/02/2013 23:59,3,Wednesday,Wed,13,0,1,2,February,Feb,2013
7350,14/02/2013 00:00,14/02/2013 23:59,4,Thursday,Thu,14,0,1,2,February,Feb,2013
7351,15/02/2013 00:00,15/02/2013 23:59,5,Friday,Fri,15,0,1,2,February,Feb,2013
7352,16/02/2013 00:00,16/02/2013 23:59,6,Saturday,Sat,16,1,0,2,February,Feb,2013
7353,17/02/2013 00:00,17/02/2013 23:59,0,Sunday,Sun,17,1,0,2,February,Feb,2013
7354,18/02/2013 00:00,18/02/2013 23:59,1,Monday,Mon,18,0,1,2,February,Feb,2013
7355,19/02/2013 00:00,19/02/2013 23:59,2,Tuesday,Tue,19,0,1,2,February,Feb,2013
7356,20/02/2013 00:00,20/02/2013 23:59,3,Wednesday,Wed,20,0,1,2,February,Feb,2013
7357,21/02/2013 00:00,21/02/2013 23:59,4,Thursday,Thu,21,0,1,2,February,Feb,2013
7358,22/02/2013 00:00,22/02/2013 23:59,5,Friday,Fri,22,0,1,2,February,Feb,2013
7359,23/02/2013 00:00,23/02/2013 23:59,6,Saturday,Sat,23,1,0,2,February,Feb,2013
7360,24/02/2013 00:00,24/02/2013 23:59,0,Sunday,Sun,24,1,0,2,February,Feb,2013
7361,25/02/2013 00:00,25/02/2013 23:59,1,Monday,Mon,25,0,1,2,February,Feb,2013
7362,26/02/2013 00:00,26/02/2013 23:59,2,Tuesday,Tue,26,0,1,2,February,Feb,2013
7363,27/02/2013 00:00,27/02/2013 23:59,3,Wednesday,Wed,27,0,1,2,February,Feb,2013
7364,28/02/2013 00:00,28/02/2013 23:59,4,Thursday,Thu,28,0,1,2,February,Feb,2013
7365,01/03/2013 00:00,01/03/2013 23:59,5,Friday,Fri,1,0,1,3,March,Mar,2013
7366,02/03/2013 00:00,02/03/2013 23:59,6,Saturday,Sat,2,1,0,3,March,Mar,2013
7367,03/03/2013 00:00,03/03/2013 23:59,0,Sunday,Sun,3,1,0,3,March,Mar,2013
7368,04/03/2013 00:00,04/03/2013 23:59,1,Monday,Mon,4,0,1,3,March,Mar,2013
7369,05/03/2013 00:00,05/03/2013 23:59,2,Tuesday,Tue,5,0,1,3,March,Mar,2013
7370,06/03/2013 00:00,06/03/2013 23:59,3,Wednesday,Wed,6,0,1,3,March,Mar,2013
7371,07/03/2013 00:00,07/03/2013 23:59,4,Thursday,Thu,7,0,1,3,March,Mar,2013
7372,08/03/2013 00:00,08/03/2013 23:59,5,Friday,Fri,8,0,1,3,March,Mar,2013
7373,09/03/2013 00:00,09/03/2013 23:59,6,Saturday,Sat,9,1,0,3,March,Mar,2013
7374,10/03/2013 00:00,10/03/2013 23:59,0,Sunday,Sun,10,1,0,3,March,Mar,2013
7375,11/03/2013 00:00,11/03/2013 23:59,1,Monday,Mon,11,0,1,3,March,Mar,2013
7376,12/03/2013 00:00,12/03/2013 23:59,2,Tuesday,Tue,12,0,1,3,March,Mar,2013
7377,13/03/2013 00:00,13/03/2013 23:59,3,Wednesday,Wed,13,0,1,3,March,Mar,2013
7378,14/03/2013 00:00,14/03/2013 23:59,4,Thursday,Thu,14,0,1,3,March,Mar,2013
7379,15/03/2013 00:00,15/03/2013 23:59,5,Friday,Fri,15,0,1,3,March,Mar,2013
7380,16/03/2013 00:00,16/03/2013 23:59,6,Saturday,Sat,16,1,0,3,March,Mar,2013
7381,17/03/2013 00:00,17/03/2013 23:59,0,Sunday,Sun,17,1,0,3,March,Mar,2013
7382,18/03/2013 00:00,18/03/2013 23:59,1,Monday,Mon,18,0,1,3,March,Mar,2013
7383,19/03/2013 00:00,19/03/2013 23:59,2,Tuesday,Tue,19,0,1,3,March,Mar,2013
7384,20/03/2013 00:00,20/03/2013 23:59,3,Wednesday,Wed,20,0,1,3,March,Mar,2013
7385,21/03/2013 00:00,21/03/2013 23:59,4,Thursday,Thu,21,0,1,3,March,Mar,2013
7386,22/03/2013 00:00,22/03/2013 23:59,5,Friday,Fri,22,0,1,3,March,Mar,2013
7387,23/03/2013 00:00,23/03/2013 23:59,6,Saturday,Sat,23,1,0,3,March,Mar,2013
7388,24/03/2013 00:00,24/03/2013 23:59,0,Sunday,Sun,24,1,0,3,March,Mar,2013
7389,25/03/2013 00:00,25/03/2013 23:59,1,Monday,Mon,25,0,1,3,March,Mar,2013
7390,26/03/2013 00:00,26/03/2013 23:59,2,Tuesday,Tue,26,0,1,3,March,Mar,2013
7391,27/03/2013 00:00,27/03/2013 23:59,3,Wednesday,Wed,27,0,1,3,March,Mar,2013
7392,28/03/2013 00:00,28/03/2013 23:59,4,Thursday,Thu,28,0,1,3,March,Mar,2013
7393,29/03/2013 00:00,29/03/2013 23:59,5,Friday,Fri,29,0,1,3,March,Mar,2013
7394,30/03/2013 00:00,30/03/2013 23:59,6,Saturday,Sat,30,1,0,3,March,Mar,2013
7395,31/03/2013 00:00,31/03/2013 23:59,0,Sunday,Sun,31,1,0,3,March,Mar,2013
7396,01/04/2013 00:00,01/04/2013 23:59,1,Monday,Mon,1,0,1,4,April,Apr,2013
7397,02/04/2013 00:00,02/04/2013 23:59,2,Tuesday,Tue,2,0,1,4,April,Apr,2013
7398,03/04/2013 00:00,03/04/2013 23:59,3,Wednesday,Wed,3,0,1,4,April,Apr,2013
7399,04/04/2013 00:00,04/04/2013 23:59,4,Thursday,Thu,4,0,1,4,April,Apr,2013
7400,05/04/2013 00:00,05/04/2013 23:59,5,Friday,Fri,5,0,1,4,April,Apr,2013
7401,06/04/2013 00:00,06/04/2013 23:59,6,Saturday,Sat,6,1,0,4,April,Apr,2013
7402,07/04/2013 00:00,07/04/2013 23:59,0,Sunday,Sun,7,1,0,4,April,Apr,2013
7403,08/04/2013 00:00,08/04/2013 23:59,1,Monday,Mon,8,0,1,4,April,Apr,2013
7404,09/04/2013 00:00,09/04/2013 23:59,2,Tuesday,Tue,9,0,1,4,April,Apr,2013
7405,10/04/2013 00:00,10/04/2013 23:59,3,Wednesday,Wed,10,0,1,4,April,Apr,2013
7406,11/04/2013 00:00,11/04/2013 23:59,4,Thursday,Thu,11,0,1,4,April,Apr,2013
7407,12/04/2013 00:00,12/04/2013 23:59,5,Friday,Fri,12,0,1,4,April,Apr,2013
7408,13/04/2013 00:00,13/04/2013 23:59,6,Saturday,Sat,13,1,0,4,April,Apr,2013
7409,14/04/2013 00:00,14/04/2013 23:59,0,Sunday,Sun,14,1,0,4,April,Apr,2013
7410,15/04/2013 00:00,15/04/2013 23:59,1,Monday,Mon,15,0,1,4,April,Apr,2013
7411,16/04/2013 00:00,16/04/2013 23:59,2,Tuesday,Tue,16,0,1,4,April,Apr,2013
7412,17/04/2013 00:00,17/04/2013 23:59,3,Wednesday,Wed,17,0,1,4,April,Apr,2013
7413,18/04/2013 00:00,18/04/2013 23:59,4,Thursday,Thu,18,0,1,4,April,Apr,2013
7414,19/04/2013 00:00,19/04/2013 23:59,5,Friday,Fri,19,0,1,4,April,Apr,2013
7415,20/04/2013 00:00,20/04/2013 23:59,6,Saturday,Sat,20,1,0,4,April,Apr,2013
7416,21/04/2013 00:00,21/04/2013 23:59,0,Sunday,Sun,21,1,0,4,April,Apr,2013
7417,22/04/2013 00:00,22/04/2013 23:59,1,Monday,Mon,22,0,1,4,April,Apr,2013
7418,23/04/2013 00:00,23/04/2013 23:59,2,Tuesday,Tue,23,0,1,4,April,Apr,2013
7419,24/04/2013 00:00,24/04/2013 23:59,3,Wednesday,Wed,24,0,1,4,April,Apr,2013
7420,25/04/2013 00:00,25/04/2013 23:59,4,Thursday,Thu,25,0,1,4,April,Apr,2013
7421,26/04/2013 00:00,26/04/2013 23:59,5,Friday,Fri,26,0,1,4,April,Apr,2013
7422,27/04/2013 00:00,27/04/2013 23:59,6,Saturday,Sat,27,1,0,4,April,Apr,2013
7423,28/04/2013 00:00,28/04/2013 23:59,0,Sunday,Sun,28,1,0,4,April,Apr,2013
7424,29/04/2013 00:00,29/04/2013 23:59,1,Monday,Mon,29,0,1,4,April,Apr,2013
7425,30/04/2013 00:00,30/04/2013 23:59,2,Tuesday,Tue,30,0,1,4,April,Apr,2013
7426,01/05/2013 00:00,01/05/2013 23:59,3,Wednesday,Wed,1,0,1,5,May,May,2013
7427,02/05/2013 00:00,02/05/2013 23:59,4,Thursday,Thu,2,0,1,5,May,May,2013
7428,03/05/2013 00:00,03/05/2013 23:59,5,Friday,Fri,3,0,1,5,May,May,2013
7429,04/05/2013 00:00,04/05/2013 23:59,6,Saturday,Sat,4,1,0,5,May,May,2013
7430,05/05/2013 00:00,05/05/2013 23:59,0,Sunday,Sun,5,1,0,5,May,May,2013
7431,06/05/2013 00:00,06/05/2013 23:59,1,Monday,Mon,6,0,1,5,May,May,2013
7432,07/05/2013 00:00,07/05/2013 23:59,2,Tuesday,Tue,7,0,1,5,May,May,2013
7433,08/05/2013 00:00,08/05/2013 23:59,3,Wednesday,Wed,8,0,1,5,May,May,2013
7434,09/05/2013 00:00,09/05/2013 23:59,4,Thursday,Thu,9,0,1,5,May,May,2013
7435,10/05/2013 00:00,10/05/2013 23:59,5,Friday,Fri,10,0,1,5,May,May,2013
7436,11/05/2013 00:00,11/05/2013 23:59,6,Saturday,Sat,11,1,0,5,May,May,2013
7437,12/05/2013 00:00,12/05/2013 23:59,0,Sunday,Sun,12,1,0,5,May,May,2013
7438,13/05/2013 00:00,13/05/2013 23:59,1,Monday,Mon,13,0,1,5,May,May,2013
7439,14/05/2013 00:00,14/05/2013 23:59,2,Tuesday,Tue,14,0,1,5,May,May,2013
7440,15/05/2013 00:00,15/05/2013 23:59,3,Wednesday,Wed,15,0,1,5,May,May,2013
7441,16/05/2013 00:00,16/05/2013 23:59,4,Thursday,Thu,16,0,1,5,May,May,2013
7442,17/05/2013 00:00,17/05/2013 23:59,5,Friday,Fri,17,0,1,5,May,May,2013
7443,18/05/2013 00:00,18/05/2013 23:59,6,Saturday,Sat,18,1,0,5,May,May,2013
7444,19/05/2013 00:00,19/05/2013 23:59,0,Sunday,Sun,19,1,0,5,May,May,2013
7445,20/05/2013 00:00,20/05/2013 23:59,1,Monday,Mon,20,0,1,5,May,May,2013
7446,21/05/2013 00:00,21/05/2013 23:59,2,Tuesday,Tue,21,0,1,5,May,May,2013
7447,22/05/2013 00:00,22/05/2013 23:59,3,Wednesday,Wed,22,0,1,5,May,May,2013
7448,23/05/2013 00:00,23/05/2013 23:59,4,Thursday,Thu,23,0,1,5,May,May,2013
7449,24/05/2013 00:00,24/05/2013 23:59,5,Friday,Fri,24,0,1,5,May,May,2013
7450,25/05/2013 00:00,25/05/2013 23:59,6,Saturday,Sat,25,1,0,5,May,May,2013
7451,26/05/2013 00:00,26/05/2013 23:59,0,Sunday,Sun,26,1,0,5,May,May,2013
7452,27/05/2013 00:00,27/05/2013 23:59,1,Monday,Mon,27,0,1,5,May,May,2013
7453,28/05/2013 00:00,28/05/2013 23:59,2,Tuesday,Tue,28,0,1,5,May,May,2013
7454,29/05/2013 00:00,29/05/2013 23:59,3,Wednesday,Wed,29,0,1,5,May,May,2013
7455,30/05/2013 00:00,30/05/2013 23:59,4,Thursday,Thu,30,0,1,5,May,May,2013
7456,31/05/2013 00:00,31/05/2013 23:59,5,Friday,Fri,31,0,1,5,May,May,2013
7457,01/06/2013 00:00,01/06/2013 23:59,6,Saturday,Sat,1,1,0,6,June,Jun,2013
7458,02/06/2013 00:00,02/06/2013 23:59,0,Sunday,Sun,2,1,0,6,June,Jun,2013
7459,03/06/2013 00:00,03/06/2013 23:59,1,Monday,Mon,3,0,1,6,June,Jun,2013
7460,04/06/2013 00:00,04/06/2013 23:59,2,Tuesday,Tue,4,0,1,6,June,Jun,2013
7461,05/06/2013 00:00,05/06/2013 23:59,3,Wednesday,Wed,5,0,1,6,June,Jun,2013
7462,06/06/2013 00:00,06/06/2013 23:59,4,Thursday,Thu,6,0,1,6,June,Jun,2013
7463,07/06/2013 00:00,07/06/2013 23:59,5,Friday,Fri,7,0,1,6,June,Jun,2013
7464,08/06/2013 00:00,08/06/2013 23:59,6,Saturday,Sat,8,1,0,6,June,Jun,2013
7465,09/06/2013 00:00,09/06/2013 23:59,0,Sunday,Sun,9,1,0,6,June,Jun,2013
7466,10/06/2013 00:00,10/06/2013 23:59,1,Monday,Mon,10,0,1,6,June,Jun,2013
7467,11/06/2013 00:00,11/06/2013 23:59,2,Tuesday,Tue,11,0,1,6,June,Jun,2013
7468,12/06/2013 00:00,12/06/2013 23:59,3,Wednesday,Wed,12,0,1,6,June,Jun,2013
7469,13/06/2013 00:00,13/06/2013 23:59,4,Thursday,Thu,13,0,1,6,June,Jun,2013
7470,14/06/2013 00:00,14/06/2013 23:59,5,Friday,Fri,14,0,1,6,June,Jun,2013
7471,15/06/2013 00:00,15/06/2013 23:59,6,Saturday,Sat,15,1,0,6,June,Jun,2013
7472,16/06/2013 00:00,16/06/2013 23:59,0,Sunday,Sun,16,1,0,6,June,Jun,2013
7473,17/06/2013 00:00,17/06/2013 23:59,1,Monday,Mon,17,0,1,6,June,Jun,2013
7474,18/06/2013 00:00,18/06/2013 23:59,2,Tuesday,Tue,18,0,1,6,June,Jun,2013
7475,19/06/2013 00:00,19/06/2013 23:59,3,Wednesday,Wed,19,0,1,6,June,Jun,2013
7476,20/06/2013 00:00,20/06/2013 23:59,4,Thursday,Thu,20,0,1,6,June,Jun,2013
7477,21/06/2013 00:00,21/06/2013 23:59,5,Friday,Fri,21,0,1,6,June,Jun,2013
7478,22/06/2013 00:00,22/06/2013 23:59,6,Saturday,Sat,22,1,0,6,June,Jun,2013
7479,23/06/2013 00:00,23/06/2013 23:59,0,Sunday,Sun,23,1,0,6,June,Jun,2013
7480,24/06/2013 00:00,24/06/2013 23:59,1,Monday,Mon,24,0,1,6,June,Jun,2013
7481,25/06/2013 00:00,25/06/2013 23:59,2,Tuesday,Tue,25,0,1,6,June,Jun,2013
7482,26/06/2013 00:00,26/06/2013 23:59,3,Wednesday,Wed,26,0,1,6,June,Jun,2013
7483,27/06/2013 00:00,27/06/2013 23:59,4,Thursday,Thu,27,0,1,6,June,Jun,2013
7484,28/06/2013 00:00,28/06/2013 23:59,5,Friday,Fri,28,0,1,6,June,Jun,2013
7485,29/06/2013 00:00,29/06/2013 23:59,6,Saturday,Sat,29,1,0,6,June,Jun,2013
7486,30/06/2013 00:00,30/06/2013 23:59,0,Sunday,Sun,30,1,0,6,June,Jun,2013
7487,01/07/2013 00:00,01/07/2013 23:59,1,Monday,Mon,1,0,1,7,July,Jul,2013
7488,02/07/2013 00:00,02/07/2013 23:59,2,Tuesday,Tue,2,0,1,7,July,Jul,2013
7489,03/07/2013 00:00,03/07/2013 23:59,3,Wednesday,Wed,3,0,1,7,July,Jul,2013
7490,04/07/2013 00:00,04/07/2013 23:59,4,Thursday,Thu,4,0,1,7,July,Jul,2013
7491,05/07/2013 00:00,05/07/2013 23:59,5,Friday,Fri,5,0,1,7,July,Jul,2013
7492,06/07/2013 00:00,06/07/2013 23:59,6,Saturday,Sat,6,1,0,7,July,Jul,2013
7493,07/07/2013 00:00,07/07/2013 23:59,0,Sunday,Sun,7,1,0,7,July,Jul,2013
7494,08/07/2013 00:00,08/07/2013 23:59,1,Monday,Mon,8,0,1,7,July,Jul,2013
7495,09/07/2013 00:00,09/07/2013 23:59,2,Tuesday,Tue,9,0,1,7,July,Jul,2013
7496,10/07/2013 00:00,10/07/2013 23:59,3,Wednesday,Wed,10,0,1,7,July,Jul,2013
7497,11/07/2013 00:00,11/07/2013 23:59,4,Thursday,Thu,11,0,1,7,July,Jul,2013
7498,12/07/2013 00:00,12/07/2013 23:59,5,Friday,Fri,12,0,1,7,July,Jul,2013
7499,13/07/2013 00:00,13/07/2013 23:59,6,Saturday,Sat,13,1,0,7,July,Jul,2013
7500,14/07/2013 00:00,14/07/2013 23:59,0,Sunday,Sun,14,1,0,7,July,Jul,2013
7501,15/07/2013 00:00,15/07/2013 23:59,1,Monday,Mon,15,0,1,7,July,Jul,2013
7502,16/07/2013 00:00,16/07/2013 23:59,2,Tuesday,Tue,16,0,1,7,July,Jul,2013
7503,17/07/2013 00:00,17/07/2013 23:59,3,Wednesday,Wed,17,0,1,7,July,Jul,2013
7504,18/07/2013 00:00,18/07/2013 23:59,4,Thursday,Thu,18,0,1,7,July,Jul,2013
7505,19/07/2013 00:00,19/07/2013 23:59,5,Friday,Fri,19,0,1,7,July,Jul,2013
7506,20/07/2013 00:00,20/07/2013 23:59,6,Saturday,Sat,20,1,0,7,July,Jul,2013
7507,21/07/2013 00:00,21/07/2013 23:59,0,Sunday,Sun,21,1,0,7,July,Jul,2013
7508,22/07/2013 00:00,22/07/2013 23:59,1,Monday,Mon,22,0,1,7,July,Jul,2013
7509,23/07/2013 00:00,23/07/2013 23:59,2,Tuesday,Tue,23,0,1,7,July,Jul,2013
7510,24/07/2013 00:00,24/07/2013 23:59,3,Wednesday,Wed,24,0,1,7,July,Jul,2013
7511,25/07/2013 00:00,25/07/2013 23:59,4,Thursday,Thu,25,0,1,7,July,Jul,2013
7512,26/07/2013 00:00,26/07/2013 23:59,5,Friday,Fri,26,0,1,7,July,Jul,2013
7513,27/07/2013 00:00,27/07/2013 23:59,6,Saturday,Sat,27,1,0,7,July,Jul,2013
7514,28/07/2013 00:00,28/07/2013 23:59,0,Sunday,Sun,28,1,0,7,July,Jul,2013
7515,29/07/2013 00:00,29/07/2013 23:59,1,Monday,Mon,29,0,1,7,July,Jul,2013
7516,30/07/2013 00:00,30/07/2013 23:59,2,Tuesday,Tue,30,0,1,7,July,Jul,2013
7517,31/07/2013 00:00,31/07/2013 23:59,3,Wednesday,Wed,31,0,1,7,July,Jul,2013
7518,01/08/2013 00:00,01/08/2013 23:59,4,Thursday,Thu,1,0,1,8,August,Aug,2013
7519,02/08/2013 00:00,02/08/2013 23:59,5,Friday,Fri,2,0,1,8,August,Aug,2013
7520,03/08/2013 00:00,03/08/2013 23:59,6,Saturday,Sat,3,1,0,8,August,Aug,2013
7521,04/08/2013 00:00,04/08/2013 23:59,0,Sunday,Sun,4,1,0,8,August,Aug,2013
7522,05/08/2013 00:00,05/08/2013 23:59,1,Monday,Mon,5,0,1,8,August,Aug,2013
7523,06/08/2013 00:00,06/08/2013 23:59,2,Tuesday,Tue,6,0,1,8,August,Aug,2013
7524,07/08/2013 00:00,07/08/2013 23:59,3,Wednesday,Wed,7,0,1,8,August,Aug,2013
7525,08/08/2013 00:00,08/08/2013 23:59,4,Thursday,Thu,8,0,1,8,August,Aug,2013
7526,09/08/2013 00:00,09/08/2013 23:59,5,Friday,Fri,9,0,1,8,August,Aug,2013
7527,10/08/2013 00:00,10/08/2013 23:59,6,Saturday,Sat,10,1,0,8,August,Aug,2013
7528,11/08/2013 00:00,11/08/2013 23:59,0,Sunday,Sun,11,1,0,8,August,Aug,2013
7529,12/08/2013 00:00,12/08/2013 23:59,1,Monday,Mon,12,0,1,8,August,Aug,2013
7530,13/08/2013 00:00,13/08/2013 23:59,2,Tuesday,Tue,13,0,1,8,August,Aug,2013
7531,14/08/2013 00:00,14/08/2013 23:59,3,Wednesday,Wed,14,0,1,8,August,Aug,2013
7532,15/08/2013 00:00,15/08/2013 23:59,4,Thursday,Thu,15,0,1,8,August,Aug,2013
7533,16/08/2013 00:00,16/08/2013 23:59,5,Friday,Fri,16,0,1,8,August,Aug,2013
7534,17/08/2013 00:00,17/08/2013 23:59,6,Saturday,Sat,17,1,0,8,August,Aug,2013
7535,18/08/2013 00:00,18/08/2013 23:59,0,Sunday,Sun,18,1,0,8,August,Aug,2013
7536,19/08/2013 00:00,19/08/2013 23:59,1,Monday,Mon,19,0,1,8,August,Aug,2013
7537,20/08/2013 00:00,20/08/2013 23:59,2,Tuesday,Tue,20,0,1,8,August,Aug,2013
7538,21/08/2013 00:00,21/08/2013 23:59,3,Wednesday,Wed,21,0,1,8,August,Aug,2013
7539,22/08/2013 00:00,22/08/2013 23:59,4,Thursday,Thu,22,0,1,8,August,Aug,2013
7540,23/08/2013 00:00,23/08/2013 23:59,5,Friday,Fri,23,0,1,8,August,Aug,2013
7541,24/08/2013 00:00,24/08/2013 23:59,6,Saturday,Sat,24,1,0,8,August,Aug,2013
